,0,1
0,5.954794731333681,5.550626795173351
1,5.558276625742957,5.6080267671640645
2,3.1417032601628008,4.069788647832176
3,4.986940182269708,5.135376176378709
4,5.402934038006216,2.60459129014325
5,5.050954689723422,4.6138435150622525
6,6.364144075195727,5.135091251046447
7,5.386443450772307,3.2915810043850273
8,6.16461317503694,4.3227023068305845
9,3.5042797035425064,3.4587348233379074
10,4.266951964650486,4.9146396993411425
11,5.662129796660872,4.999625917493545
12,5.684382946576611,5.094612613842364
13,3.1450660191881656,3.7073374709407183
14,5.601278567576396,4.4324371541571965
15,2.3665169730223696,4.33285340136389
16,4.567299399987154,4.30441896828068
17,5.616620311594887,4.311242357974452
18,6.568357710184787,4.945317522952927
19,5.458152730530554,4.095111061088684
20,4.759960682248276,5.274873097624308
21,5.3171772380041835,5.983122744988339
22,4.619784946837231,4.238858348704491
23,5.979169534051287,5.203234037866112
24,3.3708997571526016,3.9713356714548436
25,5.447801384141904,5.043357678054487
26,7.187096781571363,4.781211433724288
27,4.910036684532985,5.0518149169620825
28,4.105818598272028,5.784381285355981
29,5.209384831886824,3.6630980372645388
30,5.296019543809808,6.221320001406084
31,5.271393548240398,4.975857738312334
32,5.780773942849082,5.3811106961946304
33,6.813014031479836,3.9936161079417385
34,6.541400785889296,5.24145439654706
35,4.118756552416256,4.353615057501316
36,6.249032806584358,3.7148167088341233
37,7.69687341479385,3.8380527744602357
38,4.740435704737053,5.355576328955928
39,4.820344211699102,7.100683703309752
40,4.4178821672671535,4.607288024404689
41,3.738362553987317,5.138856192430485
42,4.640083282685142,4.648982692371978
43,5.54192783024584,4.35593624780555
44,3.774016625107663,3.3962253418044055
45,5.1682782911704415,4.159696945021934
46,5.071214994749721,5.89109301218407
47,5.267909268024176,4.731199919969763
48,4.163013321236148,4.570771988055584
49,5.7137690956126725,5.66183152584045
50,5.181174823930971,4.2346747185332
51,4.236863642708038,4.805517650128267
52,4.609284201469983,5.304062256051624
53,6.817148390838766,5.517491313127291
54,6.989963633848562,5.093621199943709
55,5.06013943828932,4.956722792847172
56,5.355304887075703,5.060381138031756
57,4.30214347940222,6.641388515792498
58,4.036409854691936,4.119502451750991
59,6.566443254914856,4.172683023249211
60,4.490785516975582,4.176712685534726
61,6.189909315172607,5.4712261943416465
62,3.5043695474549454,6.411553159602986
63,4.7254847974476295,4.55096697846406
64,2.6141894150458147,3.7723174724855237
65,7.070068515028646,4.723132779993228
66,7.354850868677277,4.541103554353907
67,4.821324352672172,4.096118693815319
68,5.2287467975615485,6.542204516744643
69,6.397539624063528,6.376313017598206
70,3.731390299729667,6.049965020774529
71,6.201265602171088,4.805173472116523
72,4.534346390354074,4.2083908428570425
73,5.204436771495398,6.479607198620789
74,5.7030788842284394,4.217830964060708
75,3.4604810108823427,4.042337106217556
76,5.991437098855676,5.53455186730746
77,6.449633940675965,5.0847871419225035
78,5.28738833574227,4.4340208184865055
79,6.585467787312197,3.9708848236211365
80,4.559372746983244,5.613829876131689
81,4.090360769646525,5.657268394670608
82,3.965682070111805,5.8287008341377184
83,5.998722874260933,4.238338645414642
84,4.743239458505127,3.760767328032687
85,4.097049490154232,5.047801457102541
86,3.17196254789825,5.41393306959364
87,5.58374547113464,4.427477135496438
88,3.198863868812375,5.796443227218068
89,5.491977384550578,3.48527607558984
90,4.301258730113782,3.0834700397800523
91,5.548145345985546,4.657647447425744
92,3.334764540959606,6.248900882065036
93,5.8833620640878195,5.612912605439402
94,4.738471429422142,4.116718142247563
95,5.852907191424158,4.8752995752557
96,4.940142844786127,5.7159331772525315
97,4.875798752055164,3.788443312428429
98,4.970021206281506,5.008433122401007
99,5.747459422813544,4.879137463261001
100,5.443094426188257,4.139292729135769
101,5.4300580637773,4.876376214205608
102,3.2327063286848197,3.8115615600977866
103,5.423882822419779,3.9880417077544417
104,6.2104524218779265,5.230307931283973
105,5.447906944037295,4.987273824919095
106,5.088986050324255,7.133150304515084
107,4.414687912576049,4.084636920381228
108,3.415712985080182,5.354337486556369
109,5.442524969778219,6.419688927758138
110,5.16793302068335,6.19848586390133
111,4.94777800925624,4.6533533795321995
112,4.687646674179114,5.5365621251075385
113,5.870446203960728,4.511714195857847
114,5.159711636776767,4.95826352619128
115,3.309898617243685,4.23217416830819
116,5.045855545229343,5.513342272293127
117,5.667460426936107,5.4679442013976125
118,5.864866124471224,6.729995171744377
119,4.231278664285679,3.7936951605140665
120,5.801288801498014,4.914213774453188
121,5.040812284448915,5.74187755026648
122,4.210478273354173,4.614226858628115
123,4.752231095796583,4.432905117861119
124,5.3872699351078825,6.481720057371076
125,5.582649138789216,5.987115203681683
126,4.888563753384315,4.955973222869399
127,5.035815391382293,4.560945922913698
128,6.461317440084074,4.802293751912714
129,4.135344833042636,4.920947257933
130,5.174946251657802,4.980417650501939
131,5.553240876081903,4.908014286507822
132,4.439062253896292,4.705248053256373
133,5.807564282373481,5.677825225761629
134,4.198624347422674,3.4210882691425653
135,4.953746843383012,5.1143206133438115
136,5.606789331530151,5.613452986881024
137,3.166117248830008,5.601675933833372
138,2.607936722386847,3.818726612825608
139,4.596709434622992,7.302410270489522
140,6.193700471268925,5.472860456811211
141,4.986424504519252,4.3956757840838785
142,3.614921457134698,5.726698610074767
143,4.968989106384286,4.840154472637201
144,6.588406874235827,5.747938620196554
145,3.4364299336262407,4.524089074219739
146,3.3534908067076747,5.342645328306011
147,5.062178535511516,2.20379652563676
148,4.629812625646621,3.9992232963488394
149,4.016087168907906,6.160348894057603
150,10.542981130566716,9.835348090048976
151,9.47462830920268,9.576730541147397
152,9.993789037613071,10.862851983125893
153,10.782722516377326,10.460519727172384
154,8.595135780897827,10.604433552630574
155,10.871658297951257,10.761102118641446
156,9.773073437224877,10.415358331914344
157,9.898395309630656,10.293243807858898
158,9.21732793613478,8.948779642512864
159,9.430068053818845,9.779477351054584
160,9.843746284760165,9.697685819537984
161,11.397296907860254,9.452035539633528
162,11.14839844269869,9.702395798368281
163,11.639332535803137,10.084137154671025
164,9.31887088677846,8.034558715727556
165,9.305061888904712,8.853157711207817
166,10.309825491086379,10.97567957049636
167,8.480363449310147,9.551843143580886
168,8.262948555991375,9.71089762551134
169,10.786193196728917,9.719028207240894
170,11.748614894091315,10.361070251926341
171,9.888601854568988,9.548188694559148
172,10.20008228949836,8.778319328181436
173,11.216078824378169,9.911542797917788
174,9.433551619383326,9.537941241777112
175,9.302201889375926,8.611132549685086
176,8.924036535235343,9.49211442539958
177,10.184414661487498,10.850188789204296
178,9.618745574400183,8.85335806298988
179,10.711004774923618,8.619264779973935
180,9.787027044914778,10.09667621002485
181,9.133290622719306,10.99503261919139
182,8.747737370720346,10.226480439706616
183,9.605580542036389,10.730076708702041
184,9.570271607752753,10.784352689009546
185,11.081983617182654,11.152735876467398
186,9.927057282602725,11.243489702289528
187,9.189274626808512,9.438316965358306
188,8.929218862529169,11.053069174764353
189,9.589403856783644,10.303510181898075
190,9.051243121285388,9.553930060955427
191,9.987052089225552,9.933362405893403
192,9.170542357413705,10.60954640701057
193,8.511071374998338,9.441941032483202
194,10.421204521195836,10.107012839040994
195,11.47662691814042,8.732919897188792
196,10.145926022774475,12.141129887712395
197,8.28912141099433,10.955645315704867
198,9.288932827016344,10.586728867554639
199,10.053968966757058,9.303031705569774
200,10.739225780292658,7.651039010818419
201,9.434926558206934,10.82409146453519
202,11.157287601520965,11.359378694819274
203,11.553277625173346,9.130330434454182
204,10.518550507810659,9.41056348395126
205,10.276704564040344,10.142467597634747
206,10.607294248026603,11.994489364647626
207,10.537584846329676,9.086441464818092
208,10.441069138603089,8.159097036189092
209,11.177425955563535,10.946862675824162
210,10.500284336749738,9.041197037987567
211,10.649609339104307,9.96108515832364
212,10.240346175488229,8.806844058846686
213,11.67660321157485,9.84163985318908
214,11.29317994227113,10.668471392758065
215,11.278152149310968,9.788184449501415
216,11.20012474536957,8.738543919086396
217,8.795204344269308,9.221299467275946
218,9.205878251670061,11.127490502469051
219,9.077042886055434,10.02477544492233
220,11.518383408118147,10.726970735549745
221,8.984210963637173,10.711521560387697
222,9.60089467473653,9.097525918033565
223,9.295084888365443,11.079088358210173
224,9.210975066846641,10.564988033975549
225,10.074955224377733,9.954642054765513
226,10.75820631293427,9.934563598513238
227,10.01331575059373,10.81282837607432
228,7.950442286063541,8.311293543946803
229,8.943088729416806,11.116560308541786
230,9.799272221420534,11.943803010411628
231,10.320210500052596,11.012369864251573
232,12.583822358896315,11.743193124240172
233,10.358887842036216,10.684026125041694
234,9.43117272351862,9.354800855439773
235,9.629571386111351,11.056741063556977
236,10.959931085121282,10.646750232894998
237,8.979077490076955,9.88249108853875
